datetime,light,sound,motion,contour_average,image
05/03/18 13:56:00,272,555,True,0.026119402985074626,18-05-03-13-56-00.jpg
05/03/18 13:57:00,263,179,True,0.050724637681159424,18-05-03-13-57-00.jpg
05/03/18 13:58:00,287,640,True,0.06015037593984963,18-05-03-13-58-00.jpg
05/03/18 13:59:00,260,178,True,0.14015151515151514,18-05-03-13-59-00.jpg
05/03/18 14:00:00,262,505,True,0.06390977443609022,18-05-03-14-00-00.jpg
05/03/18 14:01:00,267,176,True,0.015209125475285171,18-05-03-14-01-00.jpg
05/03/18 14:02:00,259,180,True,0.2129277566539924,18-05-03-14-02-00.jpg
05/03/18 14:03:00,271,325,True,0.13671875,18-05-03-14-03-00.jpg
05/03/18 14:04:00,287,177,True,0.13157894736842105,18-05-03-14-04-00.jpg
05/03/18 14:06:00,282,176,True,0.3055555555555556,18-05-03-14-06-00.jpg
05/03/18 14:08:00,265,461,True,0.04924242424242424,18-05-03-14-08-00.jpg
05/03/18 14:09:00,287,480,False,0.0,18-05-03-14-09-00.jpg
05/03/18 14:10:00,285,361,True,0.05185185185185185,18-05-03-14-10-00.jpg
05/03/18 14:11:00,280,619,True,0.030418250950570342,18-05-03-14-11-00.jpg
05/03/18 14:12:00,265,432,True,0.01486988847583643,18-05-03-14-12-00.jpg
05/03/18 14:13:00,283,697,True,0.03333333333333333,18-05-03-14-13-00.jpg
05/03/18 14:16:00,291,173,True,0.061538461538461535,18-05-03-14-16-00.jpg
05/03/18 14:17:00,260,387,True,0.007662835249042145,18-05-03-14-17-00.jpg
05/03/18 14:18:00,278,193,True,0.021505376344086027,18-05-03-14-18-00.jpg
05/03/18 14:19:00,282,225,True,0.006896551724137931,18-05-03-14-19-00.jpg
05/03/18 14:20:00,279,231,True,0.02413793103448276,18-05-03-14-20-00.jpg
05/03/18 14:21:00,262,214,True,0.013793103448275862,18-05-03-14-21-00.jpg
05/03/18 14:22:00,263,219,True,0.017361111111111112,18-05-03-14-22-00.jpg
05/03/18 14:23:00,287,490,False,0.0,18-05-03-14-23-00.jpg
05/03/18 14:24:00,263,220,False,0.0,18-05-03-14-24-00.jpg
05/03/18 14:25:00,284,229,True,0.03157894736842105,18-05-03-14-25-00.jpg
05/03/18 14:26:00,279,475,True,0.07913669064748201,18-05-03-14-26-00.jpg
05/03/18 14:27:00,287,222,True,0.14982578397212545,18-05-03-14-27-00.jpg
05/03/18 14:28:00,260,394,True,0.12802768166089964,18-05-03-14-28-00.jpg
05/03/18 14:29:00,281,225,True,0.4142857142857143,18-05-03-14-29-00.jpg
05/03/18 14:30:00,276,174,True,0.3298245614035088,18-05-03-14-30-00.jpg
05/03/18 14:31:00,264,176,True,0.2563176895306859,18-05-03-14-31-00.jpg
05/03/18 14:32:00,261,279,True,0.2717770034843205,18-05-03-14-32-00.jpg
05/03/18 14:33:00,285,174,True,0.04912280701754386,18-05-03-14-33-00.jpg
05/03/18 14:34:00,271,215,True,0.04861111111111111,18-05-03-14-34-00.jpg
05/03/18 14:35:00,285,178,True,0.21180555555555555,18-05-03-14-35-00.jpg
05/03/18 14:36:00,271,176,True,0.16842105263157894,18-05-03-14-36-00.jpg
05/03/18 14:37:00,261,210,True,0.08275862068965517,18-05-03-14-37-00.jpg
05/03/18 14:38:00,281,177,True,0.03448275862068965,18-05-03-14-38-00.jpg
05/03/18 14:39:00,261,175,True,0.0711743772241993,18-05-03-14-39-00.jpg
05/03/18 14:40:00,260,206,True,0.04498269896193772,18-05-03-14-40-00.jpg
05/03/18 14:41:00,285,476,True,0.07241379310344828,18-05-03-14-41-00.jpg
05/03/18 14:42:00,285,268,True,0.010416666666666666,18-05-03-14-42-00.jpg
05/03/18 14:43:00,275,399,True,0.01060070671378092,18-05-03-14-43-00.jpg
05/03/18 14:44:00,277,221,True,0.09027777777777778,18-05-03-14-44-00.jpg
05/03/18 14:45:00,287,205,True,0.0975609756097561,18-05-03-14-45-00.jpg
05/03/18 14:46:00,274,241,True,0.06690140845070422,18-05-03-14-46-00.jpg
05/03/18 14:47:00,277,259,True,0.10211267605633803,18-05-03-14-47-00.jpg
05/03/18 14:48:00,261,584,True,0.04137931034482759,18-05-03-14-48-00.jpg
05/03/18 14:49:00,287,176,True,0.05594405594405594,18-05-03-14-49-00.jpg
05/03/18 14:50:00,266,175,True,0.041811846689895474,18-05-03-14-50-00.jpg
05/03/18 14:51:00,264,175,True,0.06551724137931035,18-05-03-14-51-00.jpg
05/03/18 14:52:00,261,461,True,0.05263157894736842,18-05-03-14-52-00.jpg
05/03/18 14:53:00,286,437,True,0.19434628975265014,18-05-03-14-53-00.jpg
05/03/18 14:54:00,283,491,False,0.0,18-05-03-14-54-00.jpg
05/03/18 14:55:00,264,221,True,0.020761245674740483,18-05-03-14-55-00.jpg
05/03/18 14:56:00,281,292,True,0.09219858156028367,18-05-03-14-56-00.jpg
05/03/18 14:57:00,283,229,True,0.11805555555555555,18-05-03-14-57-00.jpg
05/03/18 14:58:00,288,390,True,0.13620071684587814,18-05-03-14-58-00.jpg
05/03/18 14:59:00,287,182,True,0.1245674740484429,18-05-03-14-59-00.jpg
05/03/18 15:00:00,284,197,True,0.08391608391608392,18-05-03-15-00-00.jpg
05/03/18 15:01:00,267,247,True,0.03832752613240418,18-05-03-15-01-00.jpg
05/03/18 15:02:00,267,177,False,0.0,18-05-03-15-02-00.jpg
05/03/18 15:03:00,273,250,True,0.14335664335664336,18-05-03-15-03-00.jpg
05/03/18 15:04:00,284,236,True,0.031141868512110725,18-05-03-15-04-00.jpg
05/03/18 15:05:00,286,496,True,0.0912280701754386,18-05-03-15-05-00.jpg
05/03/18 15:06:00,286,261,True,0.16896551724137931,18-05-03-15-06-00.jpg
05/03/18 15:07:00,287,193,True,0.2013888888888889,18-05-03-15-07-00.jpg
05/03/18 15:08:00,270,296,True,0.02456140350877193,18-05-03-15-08-00.jpg
05/03/18 15:09:00,273,235,True,0.14385964912280702,18-05-03-15-09-00.jpg
05/03/18 15:10:00,275,178,True,0.2447552447552448,18-05-03-15-10-00.jpg
05/03/18 15:11:00,276,215,True,0.2210144927536232,18-05-03-15-11-00.jpg
05/03/18 15:12:00,287,247,True,0.08243727598566307,18-05-03-15-12-00.jpg
05/03/18 15:13:00,284,262,True,0.03484320557491289,18-05-03-15-13-00.jpg
05/03/18 15:14:00,263,176,True,0.013888888888888888,18-05-03-15-14-00.jpg
05/03/18 15:15:00,287,509,True,0.16551724137931034,18-05-03-15-15-00.jpg
05/03/18 15:16:00,261,480,True,0.06551724137931035,18-05-03-15-16-00.jpg
05/03/18 15:17:00,266,179,True,0.08333333333333333,18-05-03-15-17-00.jpg
05/03/18 15:18:00,258,238,True,0.08243727598566307,18-05-03-15-18-00.jpg
05/03/18 15:19:00,260,218,True,0.024054982817869417,18-05-03-15-19-00.jpg
05/03/18 15:20:00,283,178,True,0.027491408934707903,18-05-03-15-20-00.jpg
05/03/18 15:21:00,281,237,True,0.1853146853146853,18-05-03-15-21-00.jpg
05/03/18 15:22:00,273,216,True,0.8391608391608392,18-05-03-15-22-00.jpg
05/03/18 15:23:00,277,177,True,0.4245614035087719,18-05-03-15-23-00.jpg
05/03/18 15:24:00,272,400,True,0.5398550724637681,18-05-03-15-24-00.jpg
05/03/18 15:25:00,283,210,True,0.7561837455830389,18-05-03-15-25-00.jpg
