datetime,light,sound,motion,contour_average,image
05/04/18 13:56:00,263,296,False,0.0,18-05-04-13-56-00.jpg
05/04/18 13:57:00,267,324,False,0.0,18-05-04-13-57-00.jpg
05/04/18 13:58:00,286,229,False,0.0,18-05-04-13-58-00.jpg
05/04/18 13:59:00,288,495,False,0.0,18-05-04-13-59-00.jpg
05/04/18 14:00:00,286,220,False,0.0,18-05-04-14-00-00.jpg
05/04/18 14:01:00,269,309,False,0.0,18-05-04-14-01-00.jpg
05/04/18 14:02:00,275,180,False,0.0,18-05-04-14-02-00.jpg
05/04/18 14:03:00,266,307,False,0.0,18-05-04-14-03-00.jpg
05/04/18 14:04:00,262,245,False,0.0,18-05-04-14-04-00.jpg
05/04/18 14:05:00,289,197,False,0.0,18-05-04-14-05-00.jpg
05/04/18 14:06:00,289,266,False,0.0,18-05-04-14-06-00.jpg
05/04/18 14:07:00,262,329,False,0.0,18-05-04-14-07-00.jpg
05/04/18 14:08:00,266,199,False,0.0,18-05-04-14-08-00.jpg
05/04/18 14:09:00,288,180,False,0.0,18-05-04-14-09-00.jpg
05/04/18 14:10:00,279,224,False,0.0,18-05-04-14-10-00.jpg
05/04/18 14:11:00,286,236,False,0.0,18-05-04-14-11-00.jpg
05/04/18 14:12:00,271,250,False,0.0,18-05-04-14-12-00.jpg
05/04/18 14:13:00,270,199,False,0.0,18-05-04-14-13-00.jpg
05/04/18 14:14:00,290,531,False,0.0,18-05-04-14-14-00.jpg
05/04/18 14:15:00,260,183,False,0.0,18-05-04-14-15-00.jpg
05/04/18 14:16:00,289,180,False,0.0,18-05-04-14-16-00.jpg
05/04/18 14:17:00,291,284,False,0.0,18-05-04-14-17-00.jpg
05/04/18 14:18:00,284,352,False,0.0,18-05-04-14-18-00.jpg
05/04/18 14:19:00,269,311,False,0.0,18-05-04-14-19-00.jpg
05/04/18 14:20:00,285,182,False,0.0,18-05-04-14-20-00.jpg
05/04/18 14:21:00,280,228,True,0.08247422680412371,18-05-04-14-21-00.jpg
05/04/18 14:22:00,268,406,True,0.05862068965517241,18-05-04-14-22-00.jpg
05/04/18 14:23:00,288,187,False,0.0,18-05-04-14-23-00.jpg
05/04/18 14:24:00,262,507,True,0.058823529411764705,18-05-04-14-24-00.jpg
05/04/18 14:25:00,290,194,True,0.0036363636363636364,18-05-04-14-25-00.jpg
05/04/18 14:26:00,263,266,False,0.0,18-05-04-14-26-00.jpg
05/04/18 14:27:00,263,364,False,0.0,18-05-04-14-27-00.jpg
05/04/18 14:28:00,271,181,False,0.0,18-05-04-14-28-00.jpg
05/04/18 14:29:00,289,551,False,0.0,18-05-04-14-29-00.jpg
05/04/18 14:30:00,285,181,False,0.0,18-05-04-14-30-00.jpg
05/04/18 14:31:00,271,234,False,0.0,18-05-04-14-31-00.jpg
05/04/18 14:32:00,286,221,False,0.0,18-05-04-14-32-00.jpg
05/04/18 14:33:00,283,254,False,0.0,18-05-04-14-33-00.jpg
05/04/18 14:34:00,287,398,False,0.0,18-05-04-14-34-00.jpg
05/04/18 14:35:00,274,542,False,0.0,18-05-04-14-35-00.jpg
05/04/18 14:36:00,277,403,False,0.0,18-05-04-14-36-00.jpg
05/04/18 14:37:00,265,180,False,0.0,18-05-04-14-37-00.jpg
05/04/18 14:38:00,280,182,False,0.0,18-05-04-14-38-00.jpg
05/04/18 14:39:00,273,198,False,0.0,18-05-04-14-39-00.jpg
05/04/18 14:40:00,287,218,False,0.0,18-05-04-14-40-00.jpg
05/04/18 14:41:00,263,234,False,0.0,18-05-04-14-41-00.jpg
05/04/18 14:42:00,259,324,False,0.0,18-05-04-14-42-00.jpg
05/04/18 14:43:00,265,297,False,0.0,18-05-04-14-43-00.jpg
05/04/18 14:44:00,289,179,False,0.0,18-05-04-14-44-00.jpg
05/04/18 14:45:00,263,180,False,0.0,18-05-04-14-45-00.jpg
05/04/18 14:46:00,266,405,False,0.0,18-05-04-14-46-00.jpg
05/04/18 14:47:00,281,532,False,0.0,18-05-04-14-47-00.jpg
05/04/18 14:48:00,263,394,False,0.0,18-05-04-14-48-00.jpg
05/04/18 14:49:00,290,225,False,0.0,18-05-04-14-49-00.jpg
05/04/18 14:50:00,286,187,False,0.0,18-05-04-14-50-00.jpg
