datetime,light,sound,motion,contour_average,image
05/06/18 13:56:00,291,490,False,0.0,18-05-06-13-56-00.jpg
05/06/18 13:57:00,259,240,False,0.0,18-05-06-13-57-00.jpg
05/06/18 13:58:00,267,183,False,0.0,18-05-06-13-58-00.jpg
05/06/18 13:59:00,264,220,False,0.0,18-05-06-13-59-00.jpg
05/06/18 14:00:00,278,208,False,0.0,18-05-06-14-00-00.jpg
05/06/18 14:01:00,279,371,False,0.0,18-05-06-14-01-00.jpg
05/06/18 14:02:00,249,411,True,0.06206896551724138,18-05-06-14-02-00.jpg
05/06/18 14:03:00,276,487,False,0.0,18-05-06-14-03-00.jpg
05/06/18 14:04:00,265,260,False,0.0,18-05-06-14-04-00.jpg
05/06/18 14:05:00,255,432,False,0.0,18-05-06-14-05-00.jpg
05/06/18 14:06:00,250,465,False,0.0,18-05-06-14-06-00.jpg
05/06/18 14:07:00,255,184,True,0.06551724137931035,18-05-06-14-07-00.jpg
05/06/18 14:08:00,262,220,False,0.0,18-05-06-14-08-00.jpg
05/06/18 14:09:00,260,181,False,0.0,18-05-06-14-09-00.jpg
05/06/18 14:10:00,249,390,False,0.0,18-05-06-14-10-00.jpg
05/06/18 14:11:00,274,208,False,0.0,18-05-06-14-11-00.jpg
05/06/18 14:12:00,248,375,False,0.0,18-05-06-14-12-00.jpg
05/06/18 14:13:00,265,558,False,0.0,18-05-06-14-13-00.jpg
05/06/18 14:14:00,278,527,False,0.0,18-05-06-14-14-00.jpg
05/06/18 14:15:00,269,247,False,0.0,18-05-06-14-15-00.jpg
05/06/18 14:16:00,262,238,False,0.0,18-05-06-14-16-00.jpg
05/06/18 14:17:00,255,186,False,0.0,18-05-06-14-17-00.jpg
05/06/18 14:18:00,273,183,False,0.0,18-05-06-14-18-00.jpg
05/06/18 14:19:00,271,346,False,0.0,18-05-06-14-19-00.jpg
05/06/18 14:20:00,276,275,False,0.0,18-05-06-14-20-00.jpg
